CaseID,Location,CaseType,OpenedDateTime
35695,"9821 Gambier Ave, Cleveland, OH, 44102",Illegal Dumping,"June 26, 2024, 09:50AM"
35696,"9719 Marah Ave, Cleveland, OH, 44104",Cart Pick Up,"June 26, 2024, 09:51AM"
35701,"9711 Stoughton Ave, Cleveland, OH, 44104",Waste Cart Concerns,"June 26, 2024, 09:58AM"
35707,"10003 Parmelee Ave, Cleveland, OH, 44108",Vacant Property Open to Entry,"June 26, 2024, 10:04AM"
35712,"931 E 131st St, Cleveland, OH, 44108",Missed Refuse pick up,"June 26, 2024, 10:11AM"
35733,"2175 Ashland Rd, Cleveland, OH, 44103",Dead Animal Pickup,"June 26, 2024, 10:33AM"
35734,"2601 Division Ave, Cleveland, OH, 44113",Rental Inspection Complaint,"June 26, 2024, 10:36AM"
35746,"3463 E 110th St, Cleveland, OH, 44104",Waste Cart Concerns,"June 26, 2024, 10:59AM"
35747,"3107 Denison Ave, Cleveland, OH, 44109",Rental Inspection Complaint,"June 26, 2024, 11:01AM"
35750,"2007 Broadview Rd, Cleveland, OH, 44109",Scheduled Bulk Pick up,"June 26, 2024, 11:04AM"
35760,"1343 E 86th St, Cleveland, OH, 44106",Waste Cart Concerns,"June 26, 2024, 11:16AM"
35766,"10013 Sandusky Ave, Cleveland, OH, 44105",Scheduled Bulk Pick up,"June 26, 2024, 11:21AM"
35770,"4277 E 164th St, Cleveland, OH, 44128",Early Set Out-Carts Left Out After Collection,"June 26, 2024, 11:29AM"
35781,"9600 Nelson Ave, Cleveland, OH, 44105",Scheduled Bulk Pick up,"June 26, 2024, 11:43AM"
35795,"1996 W 25th St, Cleveland, OH, 44113",Damaged or Missing traffic Sign,"June 26, 2024, 12:00PM"
35801,"2228 W 40th Pl, Cleveland, OH, 44113",Waste Cart Concerns,"June 26, 2024, 12:04PM"
35804,"833 Gino Ln, Cleveland, OH, 44109",Waste Cart Concerns,"June 26, 2024, 12:06PM"
35809,"4221 Newark Ave, Cleveland, OH, 44109",Vacant Property Open to Entry,"June 26, 2024, 12:11PM"
35812,"10118 Clifton Blvd, Cleveland, OH, 44102",Dead Animal Pickup,"June 26, 2024, 12:15PM"
35841,"926 E 146th St, Cleveland, OH, 44110",Missed Refuse pick up,"June 26, 2024, 12:40PM"
35849,"4351 State Rd, Cleveland, OH, 44109",Rental Inspection Complaint,"June 26, 2024, 12:52PM"
35850,"1847 E 87th St, Cleveland, OH, 44106",Plumbing Concern,"June 26, 2024, 12:53PM"
35859,"3650 Independence Rd, Cleveland, OH, 44105",Cart Pick Up,"June 26, 2024, 01:11PM"
35866,"11020 Fortune Ave, Cleveland, OH, 44111",Waste Cart Concerns,"June 26, 2024, 02:10PM"
35871,"11921 Erwin Ave, Cleveland, OH, 44135",Scheduled Bulk Pick up,"June 26, 2024, 02:16PM"
35878,"751 E 128th St, Cleveland, OH, 44108",Vacant Property Open to Entry,"June 26, 2024, 02:36PM"
35880,"751 E 128th St, Cleveland, OH, 44108",Vacant Property,"June 26, 2024, 02:36PM"
35884,"3379 W 135th St, Cleveland, OH, 44111",Missed Refuse pick up,"June 26, 2024, 02:38PM"
35892,"4319 Brooklyn Ave, Cleveland, OH, 44109",Waste Cart Concerns,"June 26, 2024, 02:51PM"
35894,"4812 Wetzel Ave, Cleveland, OH, 44109",Waste Cart Concerns,"June 26, 2024, 02:52PM"
35901,"3461 W 95th St, Cleveland, OH, 44102",Waste Cart Concerns,"June 26, 2024, 02:59PM"
35904,"15615 Norway Ave, Cleveland, OH, 44111",Waste Cart Concerns,"June 26, 2024, 03:01PM"
35907,"11811 Shaker Blvd, Cleveland, OH, 44120",No Heat,"June 26, 2024, 03:08PM"
35910,"9606 Kempton Ave, Cleveland, OH, 44108",Waste Cart Concerns,"June 26, 2024, 03:15PM"
35912,"1250 E 108th St, Cleveland, OH, 44108",Illegal Dumping,"June 26, 2024, 03:17PM"
35921,"4346 Redding Rd, Cleveland, OH, 44109",General Exterior Maintenance/Fence/Outbuildings,"June 26, 2024, 03:25PM"
35927,"16613 Glenpark Ave, Cleveland, OH, 44128",Vacant Property Open to Entry,"June 26, 2024, 03:36PM"
35928,"11205 Dove Ave, Cleveland, OH, 44105",Scheduled Bulk Pick up,"June 26, 2024, 03:36PM"
35929,"6208 Storer Ave, Cleveland, OH, 44102",Waste Cart Concerns,"June 26, 2024, 03:37PM"
35945,"9213 Yale Ave, Cleveland, OH, 44108",Missed Refuse pick up,"June 26, 2024, 04:15PM"
35954,"2168 W 44th St, Cleveland, OH, 44102",Vacant and Distressed Property,"June 26, 2024, 04:41PM"
35960,"5437 Biddulph Ave, Cleveland, OH, 44144",Waste Cart Concerns,"June 26, 2024, 04:56PM"
35969,"5814 Bonna Ave, Cleveland, OH, 44103",Vacant Property,"June 26, 2024, 05:18PM"
35972,"5814 Bonna Ave, Cleveland, OH, 44103",Vacant Property,"June 26, 2024, 05:19PM"
35973,"5814 Bonna Ave, Cleveland, OH, 44103",Fallen or Hanging Branch,"June 26, 2024, 05:21PM"
35978,"5802 Bonna Ave, Cleveland, OH, 44103",Vacant Property Open to Entry,"June 26, 2024, 05:28PM"
35979,"5802 Bonna Ave, Cleveland, OH, 44103",Vacant Property,"June 26, 2024, 05:29PM"
35981,"5802 Bonna Ave, Cleveland, OH, 44103",General Exterior Maintenance/Fence/Outbuildings,"June 26, 2024, 05:32PM"
35984,"2575 E 127th St, Cleveland, OH, 44120",Missed Refuse pick up,"June 26, 2024, 05:48PM"
35988,"2925 E 128th St, Cleveland, OH, 44120",Missed Refuse pick up,"June 26, 2024, 06:53PM"
35992,"1822 Mayview Ave, Cleveland, OH, 44109",Fallen Trees,"June 26, 2024, 07:29PM"
35995,"4221 Newark Ave, Cleveland, OH, 44109",Vacant Property Open to Entry,"June 26, 2024, 08:13PM"
35996,"1431 E 88th St, Cleveland, OH, 44106",Waste Cart Concerns,"June 26, 2024, 08:56PM"
35998,"5208 Barkwill Ave, Cleveland, OH, 44127",Vacant Property Open to Entry,"June 26, 2024, 10:39PM"
36000,"3962 Brookside Blvd, Cleveland, OH, 44111",Waste Cart Concerns,"June 27, 2024, 02:44AM"
36002,"3524 Bosworth Rd, Cleveland, OH, 44111",Plumbing Concern,"June 27, 2024, 02:48AM"
36010,"2998 Becket Rd, Cleveland, OH, 44120",Waste Cart Concerns,"June 27, 2024, 03:39AM"
36014,"3231 Scranton Rd, Cleveland, OH, 44109",Vacant Property,"June 27, 2024, 04:23AM"
36016,"5809 Flowerdale Ave, Cleveland, OH, 44144",General Exterior Maintenance/Fence/Outbuildings,"June 27, 2024, 04:29AM"
36020,"7812 Star Ave, Cleveland, OH, 44103",Vacant Property,"June 27, 2024, 04:57AM"
36026,"3666 E 131st St, Cleveland, OH, 44105",Waste Cart Concerns,"June 27, 2024, 05:28AM"
36028,"865 Paxton Rd, Cleveland, OH, 44108",General Exterior Maintenance/Fence/Outbuildings,"June 27, 2024, 05:42AM"
36030,"10901 Adeline Ave, Cleveland, OH, 44111",Waste Cart Concerns,"June 27, 2024, 05:47AM"
36042,"3937 W 23rd St, Cleveland, OH, 44109",Waste Cart Concerns,"June 27, 2024, 06:35AM"
36062,"1701 E 12th St, Cleveland, OH, 44114",Rental Inspection Complaint,"June 27, 2024, 08:32AM"
36063,"2080 Hillcrest Ave, Cleveland, OH, 44109",No Permit,"June 27, 2024, 08:37AM"
36071,"9300 Madison Ave, Cleveland, OH, 44102",Missed Refuse pick up,"June 27, 2024, 08:50AM"
36074,"12216 Wade Park Ave, Cleveland, OH, 44106",Illegal Dumping,"June 27, 2024, 08:53AM"
36084,"10402 Jasper Ave, Cleveland, OH, 44111",Waste Cart Concerns,"June 27, 2024, 09:01AM"
36087,"1978 W 58th St, Cleveland, OH, 44102",Cart Pick Up,"June 27, 2024, 09:03AM"
36093,"1972 W 58th St, Cleveland, OH, 44102",Waste Cart Concerns,"June 27, 2024, 09:12AM"
36098,"3662 W 104th St, Cleveland, OH, 44111",Waste Cart Concerns,"June 27, 2024, 09:25AM"
36099,"1342 E 185th St, Cleveland, OH, 44110",Waste Cart Concerns,"June 27, 2024, 09:27AM"
36103,"2975 E 59th St, Cleveland, OH, 44127",Scheduled Bulk Pick up,"June 27, 2024, 09:30AM"
36108,"11024 St Mark Ave, Cleveland, OH, 44111",Missed Refuse pick up,"June 27, 2024, 09:34AM"
36111,"3662 W 104th St, Cleveland, OH, 44111",Waste Cart Concerns,"June 27, 2024, 09:38AM"
36129,"3662 W 104th St, Cleveland, OH, 44111",Cart Pick Up,"June 27, 2024, 10:08AM"
36130,"16701 Melgrave Ave, Cleveland, OH, 44135",General Exterior Maintenance/Fence/Outbuildings,"June 27, 2024, 10:09AM"
36135,"3146 W 86th St, Cleveland, OH, 44102",Missed Refuse pick up,"June 27, 2024, 10:21AM"
36143,"11417 Woodland Ave, Cleveland, OH, 44104",Missed Refuse pick up,"June 27, 2024, 10:32AM"
36151,"4055 E 76th St, Cleveland, OH, 44105",Illegal Dumping,"June 27, 2024, 10:53AM"
36153,"1376 W 74th St, Cleveland, OH, 44102",Cart Pick Up,"June 27, 2024, 10:59AM"
36159,"8917 Beckman Ave, Cleveland, OH, 44104",Vacant Property,"June 27, 2024, 11:09AM"
36160,"8917 Beckman Ave, Cleveland, OH, 44104",Tree Service,"June 27, 2024, 11:11AM"
36164,"13805 Earlwood Rd, Cleveland, OH, 44110",Vacant Property,"June 27, 2024, 11:24AM"
36165,"3832 E 55th St, Cleveland, OH, 44105",Waste Cart Concerns,"June 27, 2024, 11:27AM"
36166,"13805 Earlwood Rd, Cleveland, OH, 44110",Vacant Property,"June 27, 2024, 11:28AM"
36167,"3832 E 55th St, Cleveland, OH, 44105",Waste Cart Concerns,"June 27, 2024, 11:28AM"
36170,"9288 Boxwood Ave, Cleveland, OH, 44105",Waste Cart Concerns,"June 27, 2024, 11:31AM"
36171,"6604 Fleet Ave, Cleveland, OH, 44105",Cart Pick Up,"June 27, 2024, 11:31AM"
36178,"4421 Burger Ave, Cleveland, OH, 44109",Waste Cart Concerns,"June 27, 2024, 11:48AM"
36181,"437 E 143rd St, Cleveland, OH, 44110",General Exterior Maintenance/Fence/Outbuildings,"June 27, 2024, 11:54AM"
36183,"6602 Fleet Ave, Cleveland, OH, 44105",Vacant Property Open to Entry,"June 27, 2024, 11:58AM"
36184,"7206 Wentworth Ave, Cleveland, OH, 44102",Vacant Property Open to Entry,"June 27, 2024, 11:58AM"
36185,"6602 Fleet Ave, Cleveland, OH, 44105",General Exterior Maintenance/Fence/Outbuildings,"June 27, 2024, 12:01PM"
36190,"3859 W 143rd St, Cleveland, OH, 44111",Missed Refuse pick up,"June 27, 2024, 12:18PM"
36196,"7600 Dudley Ave, Cleveland, OH, 44102",Vacant Property,"June 27, 2024, 12:27PM"
36200,"8413 Bancroft Ave, Cleveland, OH, 44105",Waste Cart Concerns,"June 27, 2024, 12:34PM"
36201,"8413 Bancroft Ave, Cleveland, OH, 44105",Cart Pick Up,"June 27, 2024, 12:35PM"
36204,"3683 West Park Rd, Cleveland, OH, 44111",Waste Cart Concerns,"June 27, 2024, 12:50PM"
36210,"3607 W 104th St, Cleveland, OH, 44111",Illegal Dumping,"June 27, 2024, 01:16PM"
36212,"3193 W 32nd St, Cleveland, OH, 44109",Scheduled Bulk Pick up,"June 27, 2024, 01:26PM"
36220,"9101 Kenmore Ave, Cleveland, OH, 44106",Tree Service,"June 27, 2024, 02:02PM"
36225,"8413 Bancroft Ave, Cleveland, OH, 44105",Missing Recycling Welcome Packet,"June 27, 2024, 02:16PM"
36229,"3606 E 139th St, Cleveland, OH, 44120",Tree Service,"June 27, 2024, 02:26PM"
36232,"3592 W 50th St, Cleveland, OH, 44102",Vacant Property,"June 27, 2024, 02:44PM"
36233,"3592 W 50th St, Cleveland, OH, 44102",Tree Service,"June 27, 2024, 02:46PM"
36234,"3592 W 50th St, Cleveland, OH, 44102",Vacant Property Open to Entry,"June 27, 2024, 02:48PM"
36236,"3234 W 140th St, Cleveland, OH, 44111",Waste Cart Concerns,"June 27, 2024, 02:49PM"
36237,"3592 W 50th St, Cleveland, OH, 44102",Illegal Dumping,"June 27, 2024, 02:51PM"
36242,"3592 W 50th St, Cleveland, OH, 44102",General Exterior Maintenance/Fence/Outbuildings,"June 27, 2024, 03:02PM"
36246,"10509 Jasper Ave, Cleveland, OH, 44111",Missed Refuse pick up,"June 27, 2024, 03:11PM"
36250,"12908 Matherson Ave, Cleveland, OH, 44135",Missed Refuse pick up,"June 27, 2024, 03:16PM"
36253,"3421 E 123rd St, Cleveland, OH, 44120",Tree Service,"June 27, 2024, 03:18PM"
36256,"3421 E 123rd St, Cleveland, OH, 44120",Vacant Property,"June 27, 2024, 03:20PM"
36258,"7004 Kazimier Ave, Cleveland, OH, 44105",Missed Refuse pick up,"June 27, 2024, 03:22PM"
36259,"3581 E 104th St, Cleveland, OH, 44105",Illegal Dumping,"June 27, 2024, 03:23PM"
36262,"6616 Lawnview Ave, Cleveland, OH, 44103",Dead Animal Pickup,"June 27, 2024, 03:33PM"
36266,"12717 Firsby Ave, Cleveland, OH, 44135",No Permit,"June 27, 2024, 03:48PM"
36268,"12709 Firsby Ave, Cleveland, OH, 44135",No Permit,"June 27, 2024, 03:50PM"
36269,"833 Gino Ln, Cleveland, OH, 44109",Waste Cart Concerns,"June 27, 2024, 03:55PM"
36276,"3911 E 147th St, Cleveland, OH, 44128",Vacant Property,"June 27, 2024, 04:11PM"
36278,"5111 Herman Ave, Cleveland, OH, 44102",Illegal Dumping,"June 27, 2024, 04:15PM"
36280,"5111 Herman Ave, Cleveland, OH, 44102",General Exterior Maintenance/Fence/Outbuildings,"June 27, 2024, 04:16PM"
36281,"5111 Herman Ave, Cleveland, OH, 44102",Vacant Property Open to Entry,"June 27, 2024, 04:18PM"
36287,"4568 W 134th St, Cleveland, OH, 44135",Missed Refuse pick up,"June 27, 2024, 04:25PM"
36289,"7613 Leavitt Ct, Cleveland, OH, 44104",Vacant Property,"June 27, 2024, 04:31PM"
36295,"4204 E 187th St, Cleveland, OH, 44122",Tree Service,"June 27, 2024, 04:39PM"
36300,"9305 Grand Division Ave, Cleveland, OH, 44105",Missed Refuse pick up,"June 27, 2024, 04:56PM"
36309,"3260 Warren Rd, Cleveland, OH, 44111",No Permit,"June 27, 2024, 05:31PM"
36312,"6023 Pear Ave, Cleveland, OH, 44102",Vacant Property,"June 27, 2024, 06:09PM"
36314,"12104 Castlewood Ave, Cleveland, OH, 44108",Vacant Property Open to Entry,"June 27, 2024, 06:20PM"
36316,"12104 Castlewood Ave, Cleveland, OH, 44108",General Exterior Maintenance/Fence/Outbuildings,"June 27, 2024, 06:23PM"
36317,"12104 Castlewood Ave, Cleveland, OH, 44108",Vacant Property,"June 27, 2024, 06:24PM"
36321,"12105 Castlewood Ave, Cleveland, OH, 44108",Vacant Property,"June 27, 2024, 06:29PM"
36322,"12009 Castlewood Ave, Cleveland, OH, 44108",Vacant Property,"June 27, 2024, 06:30PM"
36326,"7505 Elton Ave, Cleveland, OH, 44102",Vacant Property Open to Entry,"June 27, 2024, 06:59PM"
36328,"6416 Warsaw Ave, Cleveland, OH, 44105",Vacant and Distressed Property,"June 27, 2024, 07:01PM"
36330,"2167 W 98th St, Cleveland, OH, 44102",Vacant Property Open to Entry,"June 27, 2024, 07:09PM"
36331,"2167 W 98th St, Cleveland, OH, 44102",Vacant Property,"June 27, 2024, 07:10PM"
36333,"7014 Clark Ave, Cleveland, OH, 44102",Vacant Property,"June 27, 2024, 07:17PM"
36336,"987 E 141st St, Cleveland, OH, 44110",Vacant Property Open to Entry,"June 27, 2024, 08:07PM"
36341,"963 Royal Rd, Cleveland, OH, 44110",Pothole Repair,"June 28, 2024, 02:38AM"
36345,"1026 E 147th St, Cleveland, OH, 44110",Dead Animal Pickup,"June 28, 2024, 02:50AM"
36347,"756 Linn Dr, Cleveland, OH, 44108",Vacant Property,"June 28, 2024, 03:14AM"
36350,"3274 W 73rd St, Cleveland, OH, 44102",General Exterior Maintenance/Fence/Outbuildings,"June 28, 2024, 03:36AM"
36352,"3277 Rocky River Dr, Cleveland, OH, 44111",Dead Animal Pickup,"June 28, 2024, 03:59AM"
36354,"1795 Crawford Rd, Cleveland, OH, 44106",Fallen or Hanging Branch,"June 28, 2024, 04:04AM"
36358,"3471 E 113th St, Cleveland, OH, 44104",Illegal Dumping,"June 28, 2024, 04:27AM"
36371,"2181 Murray Hill Rd, Cleveland, OH, 44106",Fallen or Hanging Branch,"June 28, 2024, 06:01AM"
36373,"3754 W 140th St, Cleveland, OH, 44111",Missed Refuse pick up,"June 28, 2024, 06:06AM"
36377,"3622 E 113th St, Cleveland, OH, 44105",Vacant Property,"June 28, 2024, 06:48AM"
36382,"4105 Riverside Ave, Cleveland, OH, 44109",Missed Refuse pick up,"June 28, 2024, 07:16AM"
36385,"556 E 118th St, Cleveland, OH, 44108",Illegal Dumping,"June 28, 2024, 07:53AM"
36386,"556 E 118th St, Cleveland, OH, 44108",Vacant Property,"June 28, 2024, 07:55AM"
36394,"12902 Erwin Ave, Cleveland, OH, 44135",Missed Refuse pick up,"June 28, 2024, 08:08AM"
36404,"9706 Sophia Ave, Cleveland, OH, 44104",Waste Cart Concerns,"June 28, 2024, 08:15AM"
36416,"10719 Pasadena Ave, Cleveland, OH, 44108",Illegal Dumping,"June 28, 2024, 08:34AM"
36419,"3081 W 14th St, Cleveland, OH, 44113",Illegal Dumping,"June 28, 2024, 08:44AM"
36427,"3081 E 67th St, Cleveland, OH, 44127",Waste Cart Concerns,"June 28, 2024, 08:56AM"
36426,"6027 Hillman Ave, Cleveland, OH, 44127",Illegal Dumping,"June 28, 2024, 08:56AM"
36431,"3679 West Park Rd, Cleveland, OH, 44111",Waste Cart Concerns,"June 28, 2024, 09:03AM"
36432,"2901 E 65th St, Cleveland, OH, 44127",Illegal Dumping,"June 28, 2024, 09:06AM"
36435,"4312 Martin Luther King Jr Dr, Cleveland, OH, 44105",Illegal Dumping,"June 28, 2024, 09:08AM"
36436,"2234 E 39th St, Cleveland, OH, 44115",Waste Cart Concerns,"June 28, 2024, 09:09AM"
36437,"4581 E 147th St, Cleveland, OH, 44128",Vacant and Distressed Property,"June 28, 2024, 09:10AM"
36439,"3221 W 41st St, Cleveland, OH, 44109",Vacant Property Open to Entry,"June 28, 2024, 09:14AM"
36441,"852 Wayside Rd, Cleveland, OH, 44110",Vacant Property,"June 28, 2024, 09:23AM"
36447,"1402 Mayview Ave, Cleveland, OH, 44109",Missed Refuse pick up,"June 28, 2024, 09:40AM"
36454,"3712 Burten Ct, Cleveland, OH, 44115",Waste Cart Concerns,"June 28, 2024, 09:52AM"
36455,"8216 Force Ave, Cleveland, OH, 44105",Missed Refuse pick up,"June 28, 2024, 09:54AM"
36456,"3712 Burten Ct, Cleveland, OH, 44115",Waste Cart Concerns,"June 28, 2024, 09:54AM"
36457,"3712 Burten Ct, Cleveland, OH, 44115",Missing Recycling Welcome Packet,"June 28, 2024, 09:56AM"
36464,"2973 Scranton Rd, Cleveland, OH, 44113",Illegal Dumping,"June 28, 2024, 10:20AM"
36469,"1606 Castle Ave, Cleveland, OH, 44113",Illegal Dumping,"June 28, 2024, 10:25AM"
36470,"12106 Phillips Ave, Cleveland, OH, 44108",Illegal Dumping,"June 28, 2024, 10:26AM"
36471,"4353 Redding Rd, Cleveland, OH, 44109",Missed Refuse pick up,"June 28, 2024, 10:28AM"
36474,"4490 W 11th St, Cleveland, OH, 44109",Waste Cart Concerns,"June 28, 2024, 10:35AM"
36482,"10202 Dickens Ave, Cleveland, OH, 44104",Waste Cart Concerns,"June 28, 2024, 10:58AM"
36487,"2194 Green Rd, Cleveland, OH, 44121",Scheduled Bulk Pick up,"June 28, 2024, 11:01AM"
36490,"2774 E 117th St, Cleveland, OH, 44120",Illegal Dumping,"June 28, 2024, 11:10AM"
36500,"1809 Denison Ave, Cleveland, OH, 44109",Waste Cart Concerns,"June 28, 2024, 11:27AM"
36502,"1169 E 60th St, Cleveland, OH, 44103",Missed Refuse pick up,"June 28, 2024, 11:30AM"
36503,"4008 Fulton Ct, Cleveland, OH, 44113",Vacant and Distressed Property,"June 28, 2024, 11:32AM"
36505,"4008 Fulton Ct, Cleveland, OH, 44113",Illegal Dumping,"June 28, 2024, 11:33AM"
36509,"14313 Bidwell Ave, Cleveland, OH, 44111",Waste Cart Concerns,"June 28, 2024, 11:39AM"
36510,"8014 Cory Ave, Cleveland, OH, 44103",Missed Refuse pick up,"June 28, 2024, 11:39AM"
36512,"4259 W 57th St, Cleveland, OH, 44144",Missed Refuse pick up,"June 28, 2024, 11:40AM"
36514,"1701 Denison Ave, Cleveland, OH, 44109",General Exterior Maintenance/Fence/Outbuildings,"June 28, 2024, 11:42AM"
36524,"4021 Cypress Ave, Cleveland, OH, 44109",Missed Refuse pick up,"June 28, 2024, 12:03PM"
36528,"4513 Fulton Rd, Cleveland, OH, 44144",Missed Refuse pick up,"June 28, 2024, 12:06PM"
36530,"3035 E 128th St, Cleveland, OH, 44120",Missed Refuse pick up,"June 28, 2024, 12:09PM"
36535,"3609 Cecilia Ave, Cleveland, OH, 44109",Missed Refuse pick up,"June 28, 2024, 12:14PM"
36538,"2962 E 67th St, Cleveland, OH, 44127",Vacant Property Open to Entry,"June 28, 2024, 12:16PM"
36544,"3959 Strandhill Rd, Cleveland, OH, 44128",Scheduled Bulk Pick up,"June 28, 2024, 12:50PM"
36545,"17917 Hillgrove Ave, Cleveland, OH, 44119",Scheduled Bulk Pick up,"June 28, 2024, 12:50PM"
36549,"3708 E 147th St, Cleveland, OH, 44120",Waste Cart Concerns,"June 28, 2024, 12:54PM"
36553,"6205 Lawn Ave, Cleveland, OH, 44102",Dead Animal Pickup,"June 28, 2024, 12:58PM"
36565,"12207 Brookfield Ave, Cleveland, OH, 44135",Missed Refuse pick up,"June 28, 2024, 01:09PM"
36584,"3981 Wendy Dr, Cleveland, OH, 44122",Vacant Property,"June 28, 2024, 01:40PM"
36593,"8910 Miles Park Ave, Cleveland, OH, 44105",Vacant Property Open to Entry,"June 28, 2024, 01:55PM"
36594,"3502 Poe Ave, Cleveland, OH, 44109",Waste Cart Concerns,"June 28, 2024, 01:56PM"
36599,"3425 E 106th St, Cleveland, OH, 44104",Pothole Repair,"June 28, 2024, 02:11PM"
36602,"2194 E 86th St, Cleveland, OH, 44106",Vacant Property,"June 28, 2024, 02:28PM"
36608,"1704 Wickford Rd, Cleveland, OH, 44112",Vacant Property Open to Entry,"June 28, 2024, 02:45PM"
36609,"3454 E 98th St, Cleveland, OH, 44104",Vacant Property,"June 28, 2024, 02:46PM"
36619,"1896 Torbenson Dr, Cleveland, OH, 44112",Vacant Property,"June 28, 2024, 03:15PM"
36621,"11449 Carolina Rd, Cleveland, OH, 44108",Waste Cart Concerns,"June 28, 2024, 03:22PM"
36622,"11449 Carolina Rd, Cleveland, OH, 44108",Waste Cart Concerns,"June 28, 2024, 03:25PM"
36623,"5326 Homer Ave, Cleveland, OH, 44103",Waste Cart Concerns,"June 28, 2024, 03:26PM"
36627,"12004 Osceola Ave, Cleveland, OH, 44108",Waste Cart Concerns,"June 28, 2024, 03:31PM"
36632,"4403 Riverside Ave, Cleveland, OH, 44102",Missed Refuse pick up,"June 28, 2024, 03:37PM"
36636,"882 E 105th St, Cleveland, OH, 44108",No Water/No Hot Water,"June 28, 2024, 03:44PM"
36640,"4568 W 191st St, Cleveland, OH, 44135",Waste Cart Concerns,"June 28, 2024, 03:57PM"
36643,"2026 West Blvd, Cleveland, OH, 44102",Tree Service,"June 28, 2024, 04:02PM"
36649,"19123 Puritas Ave, Cleveland, OH, 44135",Dead Animal Pickup,"June 28, 2024, 04:18PM"
36651,"4197 Lee Rd, Cleveland, OH, 44128",Vacant Property Open to Entry,"June 28, 2024, 04:20PM"
36652,"4197 Lee Rd, Cleveland, OH, 44128",Vacant Property,"June 28, 2024, 04:21PM"
36654,"7317 Battery Park Blvd, Cleveland, OH, 44102",Missed Refuse pick up,"June 28, 2024, 04:23PM"
36660,"7535 Broadway Ave, Cleveland, OH, 44105",General Exterior Maintenance/Fence/Outbuildings,"June 28, 2024, 05:03PM"
36662,"4608 Pallister Dr, Cleveland, OH, 44105",Missed Refuse pick up,"June 28, 2024, 05:17PM"
36666,"12413 Tuscora Ave, Cleveland, OH, 44108",Vacant Property Open to Entry,"June 28, 2024, 07:35PM"
36667,"2295 E 55th St, Cleveland, OH, 44103",Vacant Property Open to Entry,"June 28, 2024, 07:46PM"
36668,"4096 E 76th St, Cleveland, OH, 44105",Vacant Property Open to Entry,"June 28, 2024, 07:48PM"
36680,"10920 Parkedge Dr, Cleveland, OH, 44104",Vacant Property Open to Entry,"June 29, 2024, 07:03AM"
36695,"14000 Kinsman Rd, Cleveland, OH, 44120",Traffic Signal Repair,"June 29, 2024, 09:51AM"
36699,"11511 Kinsman Rd, Cleveland, OH, 44104",General Exterior Maintenance/Fence/Outbuildings,"June 29, 2024, 11:35AM"
36701,"10217 Adams Ave, Cleveland, OH, 44108",Dead Animal Pickup,"June 29, 2024, 11:37AM"
36705,"16111 Arcade Ave, Cleveland, OH, 44110",Waste Cart Concerns,"June 29, 2024, 11:48AM"
36707,"16111 Arcade Ave, Cleveland, OH, 44110",Recycling Opt-in Program,"June 29, 2024, 11:50AM"
36713,"2493 E 127th St, Cleveland, OH, 44120",Missed Refuse pick up,"June 29, 2024, 11:58AM"
36718,"7712 Lawn Ave, Cleveland, OH, 44102",Dead Animal Pickup,"June 29, 2024, 02:08PM"
36720,"4781 W 32nd St, Cleveland, OH, 44109",Early Set Out-Carts Left Out After Collection,"June 29, 2024, 02:39PM"
36723,"3421 W 130th St, Cleveland, OH, 44111",Fallen or Hanging Branch,"June 29, 2024, 04:03PM"
36726,"1476 W 110th St, Cleveland, OH, 44102",Vacant Property Open to Entry,"June 29, 2024, 08:12PM"
36742,"7505 Elton Ave, Cleveland, OH, 44102",Vacant Property Open to Entry,"June 30, 2024, 09:47AM"
36743,"2845 W 11th St, Cleveland, OH, 44113",Parks Maintenance,"June 30, 2024, 09:53AM"
36749,"2025 W 83rd St, Cleveland, OH, 44102",Illegal Dumping,"June 30, 2024, 01:53PM"
36751,"6709 Gertrude Ave, Cleveland, OH, 44105",Vacant Property Open to Entry,"July 01, 2024, 12:42AM"
36765,"3255 E 142nd St, Cleveland, OH, 44120",Dead Animal Pickup,"July 01, 2024, 06:32AM"
36768,"7200 Wade Park Ave, Cleveland, OH, 44103",Waste Cart Concerns,"July 01, 2024, 06:47AM"
36777,"3229 West Blvd, Cleveland, OH, 44111",Waste Cart Concerns,"July 01, 2024, 07:31AM"
36780,"10324 Somerset Ave, Cleveland, OH, 44108",Waste Cart Concerns,"July 01, 2024, 08:10AM"
36788,"15407 Ridpath Ave, Cleveland, OH, 44110",Waste Cart Concerns,"July 01, 2024, 08:24AM"
36789,"11405 Hazeldell Dr, Cleveland, OH, 44108",Waste Cart Concerns,"July 01, 2024, 08:27AM"
36797,"2044 W 105th St, Cleveland, OH, 44102",Waste Cart Concerns,"July 01, 2024, 08:33AM"
36803,"3607 W 56th St, Cleveland, OH, 44102",Illegal Dumping,"July 01, 2024, 08:47AM"
36809,"3133 W 73rd St, Cleveland, OH, 44102",Rental Inspection Complaint,"July 01, 2024, 09:19AM"
36812,"2790 E 117th St, Cleveland, OH, 44120",Illegal Dumping,"July 01, 2024, 09:21AM"
36814,"1953 W 112th St, Cleveland, OH, 44102",Graffiti Removal,"July 01, 2024, 09:22AM"
36823,"4285 E 133rd St, Cleveland, OH, 44105",Dead Animal Pickup,"July 01, 2024, 09:32AM"
36828,"2251 E 93rd St, Cleveland, OH, 44106",Vacant Property Open to Entry,"July 01, 2024, 09:37AM"
